Identifier,Physiological experiment id,Date id,Genus,Species,Collection method,Control,Start date,End date,Pre-gravid,Nulliparous,1P,2P,3P,4P,5P,6P,7P,8P,9P,10P,11P,12P,>threshold,Total,Total in paper if different,Threshold,Table number,Figure number,Digitise,Note,ID -- concat
41,4,10,Culex,quinquefasciatus,Indoor resting,1,01/10/2009,31/10/2009,,51,13,11,18,5,1,1,,,,,,,,100,100,,8,,0,Urban. Assumed in 2009.,41 4
41,4,11,Culex,quinquefasciatus,Indoor resting,1,01/11/2009,30/11/2009,,48,18,21,7,4,2,0,,,,,,,,100,100,,8,,0,Urban. Assumed in 2009.,41 4
41,4,12,Culex,quinquefasciatus,Indoor resting,1,01/12/2009,31/12/2009,,44,16,19,13,6,2,0,,,,,,,,100,100,,8,,0,Urban. Assumed in 2009.,41 4
42,1,1,Anopheles,maculatus,Indoor resting,1,01/01/1962,31/12/1962,,23,48,28,9,2,1,,,,,,,,,111,110,,5,,0,High valley 1.,42 1
42,2,1,Anopheles,hyrcanus,Indoor resting,1,01/01/1962,31/12/1962,,10,33,13,7,0,0,,,,,,,,,63,63,,5,,0,Medium valley 2.,42 2
43,1,1,Anopheles,stephensi,"Indoor resting, human-landing",1,01/01/2003,31/12/2004,,38,10,9,7,6,,,,,,,,,,70,70,,6,,0,,43 1
44,1,1,Culex,quinquefasciatus,Human landing,1,01/01/1996,31/01/1996,,16,18,9,1,1,,,,,,,,,,45,45,,3,,0,Assumed 1996.,44 1
44,1,2,Culex,quinquefasciatus,Human landing,1,01/02/1996,29/02/1996,,44,49,24,2,0,,,,,,,,,,119,119,,3,,0,Assumed 1996.,44 1
44,1,3,Culex,quinquefasciatus,Human landing,1,01/03/1996,31/03/1996,,143,116,42,5,1,,,,,,,,,,307,307,,3,,0,Assumed 1996.,44 1
44,1,4,Culex,quinquefasciatus,Human landing,1,01/04/1996,30/04/1996,,116,79,29,2,0,,,,,,,,,,226,226,,3,,0,Assumed 1996.,44 1
44,1,5,Culex,quinquefasciatus,Human landing,1,01/05/1996,31/05/1996,,122,75,25,3,0,,,,,,,,,,225,225,,3,,0,Assumed 1996.,44 1
44,1,6,Culex,quinquefasciatus,Human landing,1,01/06/1996,30/06/1996,,22,27,7,1,0,,,,,,,,,,57,57,,3,,0,Assumed 1996.,44 1
44,1,7,Culex,quinquefasciatus,Human landing,1,01/07/1996,31/07/1996,,34,39,12,3,0,,,,,,,,,,88,58,,3,,0,Assumed 1996.,44 1
44,1,8,Culex,quinquefasciatus,Human landing,1,01/08/1996,31/08/1996,,89,45,15,7,0,,,,,,,,,,156,156,,3,,0,Assumed 1996.,44 1
44,1,9,Culex,quinquefasciatus,Human landing,1,01/09/1996,30/09/1996,,38,19,7,1,0,,,,,,,,,,65,65,,3,,0,Assumed 1996.,44 1
44,1,10,Culex,quinquefasciatus,Human landing,1,01/10/1996,31/10/1996,,26,20,7,1,0,,,,,,,,,,54,54,,3,,0,Assumed 1996.,44 1
44,1,11,Culex,quinquefasciatus,Human landing,1,01/11/1996,30/11/1996,,50,50,19,1,2,,,,,,,,,,122,122,,3,,0,Assumed 1996.,44 1
44,1,12,Culex,quinquefasciatus,Human landing,1,01/12/1996,31/12/1996,,8,7,4,1,0,,,,,,,,,,20,20,,3,,0,Assumed 1996.,44 1
45,1,1,Culex,pipiens,"CDC light trap, sweep nets",1,01/01/2008,31/12/2008,,315,85,60,15,13,5,,,,,,,,7,500,500,6,3,,0,Pre-treatment with toxin. Aggregated over distances.,45 1
45,2,1,Culex,pipiens,"CDC light trap, sweep nets",0,01/01/2008,31/12/2008,,261,24,8,4,2,0,,,,,,,,1,300,300,6,3,,0,Post-treatment with toxin. Aggregated over distances.,45 2
46,1,1,Anopheles,albimanus,NA,1,NA,NA,,590,292,65,13,,,,,,,,,,,960,,,,5,0,Figure from 5c. Numbers inset,46 1
47,1,1,Anopheles,sergentii,Sweep nets,1,01/07/2009,15/09/2009,,68,42,25,23,17,8,6,,,,,,,11,200,200,7,1,,0,Control pre-treatment with pathogen,47 1
47,2,1,Anopheles,sergentii,Sweep nets,0,01/07/2009,15/09/2009,,63,55,31,11,12,10,4,,,,,,,14,200,200,7,1,,0,Control post-treatment with pathogen,47 2
47,3,1,Anopheles,sergentii,Sweep nets,1,01/07/2009,15/09/2009,,65,47,37,16,15,5,7,,,,,,,8,200,200,7,1,,0,Experiment pre-treatment with pathogen,47 3
47,4,1,Anopheles,sergentii,Sweep nets,0,01/07/2009,15/09/2009,,26,32,28,41,24,17,13,,,,,,,19,200,200,7,1,,0,Experiment post-treatment with pathogen,47 4
48,1,1,Culex,thalassius,Various,1,01/07/1972,31/10/1976,,128,24,,,,,,,,,,,,24,176,,2,6,,0,Across all host meals,48 1
49,1,1,Anopheles,maculipennis,NA,1,01/04/1952,30/04/1952,,212,47,0,0,0,0,0,,,,,,,,259,259,,2,,0,Ignoring months where a significant proportion were in diapause,49 1
49,1,2,Anopheles,maculipennis,NA,1,01/05/1952,31/05/1952,,151,280,144,38,7,1,0,,,,,,,,621,621,,2,,0,Ignoring months where a significant proportion were in diapause,49 1
49,1,3,Anopheles,maculipennis,NA,1,01/06/1952,30/06/1952,,169,381,163,41,13,4,0,,,,,,,,771,771,,2,,0,Ignoring months where a significant proportion were in diapause,49 1
49,1,4,Anopheles,maculipennis,NA,1,01/07/1952,31/07/1952,,88,386,194,77,27,9,2,,,,,,,,783,790,,2,,0,Ignoring months where a significant proportion were in diapause,49 1
49,2,1,Aedes,communis,NA,1,30/05/1955,27/06/1955,,1986,353,4,0,0,0,0,,,,,,,,2343,2343,,5,,0,,49 2
49,2,2,Aedes,communis,NA,1,01/07/1955,31/07/1955,,70,1639,519,79,21,0,0,,,,,,,,2328,2328,,5,,0,,49 2
49,2,3,Aedes,communis,NA,1,01/08/1955,31/08/1955,,0,75,75,54,23,2,1,,,,,,,,230,230,,5,,0,,49 2
49,3,1,Aedes,cinerus,NA,1,05/06/1956,27/06/1956,,490,393,6,0,,,,,,,,,,,889,889,,6,,0,,49 3
49,3,2,Aedes,cinerus,NA,1,01/07/1956,31/07/1956,,115,443,53,6,,,,,,,,,,,617,616,,6,,0,,49 3
49,3,3,Aedes,cinerus,NA,1,01/08/1956,30/09/1956,,73,264,147,23,,,,,,,,,,,507,507,,6,,0,,49 3
50,1,1,Culex,quinquefasciatus,Human landing,1,01/09/1978,30/09/1978,,146,28,1,0,,,,,,,,,,,175,175,,1,,0,,50 1
50,1,2,Culex,quinquefasciatus,Human landing,1,01/10/1978,31/10/1978,,107,48,4,0,,,,,,,,,,,159,159,,1,,0,,50 1
50,1,3,Culex,quinquefasciatus,Human landing,1,01/11/1978,30/11/1978,,211,54,6,0,,,,,,,,,,,271,271,,1,,0,,50 1
50,1,4,Culex,quinquefasciatus,Human landing,1,01/12/1978,31/12/1978,,85,35,6,0,,,,,,,,,,,126,126,,1,,0,,50 1
50,1,5,Culex,quinquefasciatus,Human landing,1,01/01/1979,31/01/1979,,74,41,2,0,,,,,,,,,,,117,117,,1,,0,,50 1
50,1,6,Culex,quinquefasciatus,Human landing,1,01/02/1979,28/02/1979,,31,9,0,0,,,,,,,,,,,40,40,,1,,0,,50 1
50,1,7,Culex,quinquefasciatus,Human landing,1,01/03/1979,31/03/1979,,58,22,0,0,,,,,,,,,,,80,80,,1,,0,,50 1
50,1,8,Culex,quinquefasciatus,Human landing,1,01/04/1979,30/04/1979,,119,67,4,0,,,,,,,,,,,190,190,,1,,0,,50 1
50,1,9,Culex,quinquefasciatus,Human landing,1,01/05/1979,31/05/1979,,28,7,0,0,,,,,,,,,,,35,35,,1,,0,,50 1
50,1,10,Culex,quinquefasciatus,Human landing,1,01/06/1979,30/06/1979,,20,10,2,0,,,,,,,,,,,32,32,,1,,0,,50 1
50,1,11,Culex,quinquefasciatus,Human landing,1,01/07/1979,31/07/1979,,187,72,3,1,,,,,,,,,,,263,263,,1,,0,,50 1
50,1,12,Culex,quinquefasciatus,Human landing,1,01/08/1979,31/08/1979,,272,110,7,0,,,,,,,,,,,389,389,,1,,0,,50 1
50,1,13,Culex,quinquefasciatus,Human landing,1,01/09/1979,30/09/1979,,117,30,0,0,,,,,,,,,,,147,147,,1,,0,,50 1
50,2,1,Culex,quinquefasciatus,Indoor resting,1,01/05/1978,31/05/1978,,6,2,0,0,,,,,,,,,,,8,8,,2,,0,,50 2
50,2,2,Culex,quinquefasciatus,Indoor resting,1,01/06/1978,30/06/1978,,17,4,1,0,,,,,,,,,,,22,22,,2,,0,,50 2
50,2,3,Culex,quinquefasciatus,Indoor resting,1,01/07/1978,31/07/1978,,36,10,1,0,,,,,,,,,,,47,47,,2,,0,,50 2
50,2,4,Culex,quinquefasciatus,Indoor resting,1,01/08/1978,31/08/1978,,61,21,6,0,,,,,,,,,,,88,88,,2,,0,,50 2
50,2,5,Culex,quinquefasciatus,Indoor resting,1,01/09/1978,30/09/1978,,47,19,1,0,,,,,,,,,,,67,67,,2,,0,,50 2
50,2,6,Culex,quinquefasciatus,Indoor resting,1,01/10/1978,31/10/1978,,67,20,0,0,,,,,,,,,,,87,87,,2,,0,,50 2
50,2,7,Culex,quinquefasciatus,Indoor resting,1,01/11/1978,30/11/1978,,84,34,2,0,,,,,,,,,,,120,120,,2,,0,,50 2
50,2,8,Culex,quinquefasciatus,Indoor resting,1,01/12/1978,31/12/1978,,19,7,2,0,,,,,,,,,,,28,28,,2,,0,,50 2
50,2,9,Culex,quinquefasciatus,Indoor resting,1,01/01/1979,31/01/1979,,84,26,3,0,,,,,,,,,,,113,113,,2,,0,,50 2
50,2,10,Culex,quinquefasciatus,Indoor resting,1,01/02/1979,28/02/1979,,26,6,1,1,,,,,,,,,,,34,34,,2,,0,,50 2
50,2,11,Culex,quinquefasciatus,Indoor resting,1,01/03/1979,31/03/1979,,27,14,2,0,,,,,,,,,,,43,43,,2,,0,,50 2
50,2,12,Culex,quinquefasciatus,Indoor resting,1,01/04/1979,30/04/1979,,35,26,1,0,,,,,,,,,,,62,62,,2,,0,,50 2
50,2,13,Culex,quinquefasciatus,Indoor resting,1,01/05/1979,31/05/1979,,49,14,0,0,,,,,,,,,,,63,63,,2,,0,,50 2
50,2,14,Culex,quinquefasciatus,Indoor resting,1,01/06/1979,30/06/1979,,21,11,0,0,,,,,,,,,,,32,32,,2,,0,,50 2
50,2,15,Culex,quinquefasciatus,Indoor resting,1,01/07/1979,31/07/1979,,101,39,3,0,,,,,,,,,,,143,143,,2,,0,,50 2
50,2,16,Culex,quinquefasciatus,Indoor resting,1,01/08/1979,31/08/1979,,28,15,0,0,,,,,,,,,,,43,43,,2,,0,,50 2
50,2,17,Culex,quinquefasciatus,Indoor resting,1,01/09/1979,30/09/1979,,22,4,1,0,,,,,,,,,,,27,27,,2,,0,,50 2
51,1,1,Anopheles,farauti,Outdoor resting,1,01/01/1981,31/12/1983,,245,218,102,61,27,14,7,7,,,,,,,681,681,,5,,0,Man,51 1
51,2,1,Anopheles,farauti,Outdoor resting,1,01/01/1981,31/12/1983,,138,123,54,29,7,4,4,0,,,,,,,359,363,,5,,0,Pig,51 2
51,3,1,Anopheles,farauti,Outdoor resting,1,01/01/1981,31/12/1983,,92,71,45,14,7,5,2,2,,,,,,,238,236,,5,,0,Dog,51 3
51,4,1,Anopheles,farauti,Outdoor resting,1,01/01/1981,31/12/1983,,3,7,1,2,3,0,0,0,,,,,,,16,14,,5,,0,Cat,51 4
51,5,1,Anopheles,farauti,Outdoor resting,1,01/01/1981,31/12/1983,,18,14,6,4,1,2,1,0,,,,,,,46,46,,5,,0,Mammal,51 5
51,6,1,Anopheles,farauti,Outdoor resting,1,01/01/1981,31/12/1983,,8,8,4,3,0,0,0,0,,,,,,,23,23,,5,,0,Bird,51 6
51,7,1,Anopheles,farauti,Outdoor resting,1,01/01/1981,31/12/1983,,63,46,21,17,5,3,2,2,,,,,,,159,158,,5,,0,Negative,51 7
51,8,1,Anopheles,farauti,Outdoor resting,1,01/01/1981,31/12/1983,,101,63,29,,,,,,,,,,,17,210,210,3,7,,0,Maraga,51 8
52,1,1,Culex,pipiens,CDC light trap,1,01/04/2006,30/05/2006,,1482,426,282,206,110,65,34,21,0,,,,,,2626,2613,,4,,0,Control pre-treatment with insecticide,52 1
52,2,1,Culex,pipiens,CDC light trap,1,01/04/2006,30/05/2006,,3128,1136,726,360,261,205,106,25,25,,,,,,5972,6206,,4,,0,Control post-treatment with insecticide,52 2
52,3,1,Culex,pipiens,CDC light trap,1,01/04/2006,30/05/2006,,2416,620,519,270,117,68,32,0,0,,,,,,4042,4026,,4,,0,Experiment pre-treatment with insecticide,52 3
52,4,1,Culex,pipiens,CDC light trap,0,01/04/2006,30/05/2006,,1423,128,54,13,0,7,0,0,0,,,,,,1625,1626,,4,,0,Experiment post-treatment with insecticide,52 4
53,1,1,Anopheles,sergentii,CDC light trap,1,01/11/2009,12/11/2009,,54,41,25,20,,,,,,,,,,40,180,180,4,1,,0,Control pre-treatment,53 1
53,2,1,Anopheles,sergentii,CDC light trap,0,13/11/2009,24/11/2009,,65,34,22,16,,,,,,,,,,43,180,180,4,1,,0,Control post-treatment with insecticide,53 2
53,2,2,Anopheles,sergentii,CDC light trap,0,25/11/2009,06/12/2009,,52,32,22,18,,,,,,,,,,54,178,180,4,1,,0,Control post-treatment with insecticide,53 2
53,2,3,Anopheles,sergentii,CDC light trap,0,07/12/2009,17/12/2009,,43,31,27,22,,,,,,,,,,58,181,180,4,1,,0,Control post-treatment with insecticide,53 2
53,3,1,Anopheles,sergentii,CDC light trap,1,01/11/2009,12/11/2009,,74,58,25,11,,,,,,,,,,13,181,180,4,1,,0,Sugar-poor pre-treatment,53 3
53,3,1,Anopheles,sergentii,CDC light trap,0,13/11/2009,24/11/2009,,131,32,9,4,,,,,,,,,,2,178,180,4,1,,0,Sugar-poor post-treatment,53 3
53,3,2,Anopheles,sergentii,CDC light trap,0,25/11/2009,06/12/2009,,146,29,4,2,,,,,,,,,,0,181,180,4,1,,0,Sugar-poor post-treatment,53 3
53,3,3,Anopheles,sergentii,CDC light trap,0,07/12/2009,17/12/2009,,158,20,2,0,,,,,,,,,,0,180,180,4,1,,0,Sugar-poor post-treatment,53 3
53,4,1,Anopheles,sergentii,CDC light trap,1,01/11/2009,12/11/2009,,49,34,25,16,,,,,,,,,,54,178,180,4,1,,0,Sugar-rich pre-treatment,53 4
53,5,1,Anopheles,sergentii,CDC light trap,0,13/11/2009,24/11/2009,,70,36,31,14,,,,,,,,,,27,178,180,4,1,,0,Sugar-rich post-treatment,53 5
53,5,2,Anopheles,sergentii,CDC light trap,0,25/11/2009,06/12/2009,,121,40,13,5,,,,,,,,,,4,183,180,4,1,,0,Sugar-rich post-treatment,53 5
53,5,3,Anopheles,sergentii,CDC light trap,0,07/12/2009,17/12/2009,,133,32,11,2,,,,,,,,,,2,180,180,4,1,,0,Sugar-rich post-treatment,53 5
54,1,1,Anopheles,sergentii,CDC light trap,1,01/03/2000,30/05/2000,,92,47,30,15,9,9,7,7,5,5,,,,5,231,232,10,2,,0,Desert. Split percentages equally between cycles.,54 1
54,1,2,Anopheles,sergentii,CDC light trap,1,01/08/2000,31/10/2000,,312,30,30,4,5,5,2,2,0,0,,,,0,390,389,10,2,,0,Desert. Split percentages equally between cycles.,54 1
54,2,1,Anopheles,sergentii,CDC light trap,1,01/03/2000,30/05/2000,,209,70,50,21,25,25,7,7,2,2,,,,7,425,424,10,2,,0,EF Oasis. Split percentages equally between cycles.,54 2
54,2,2,Anopheles,sergentii,CDC light trap,1,01/08/2000,31/10/2000,,232,57,39,29,12,12,4,4,3,3,,,,4,399,398,10,2,,0,EF Oasis. Split percentages equally between cycles.,54 2
54,3,1,Anopheles,sergentii,CDC light trap,1,01/03/2000,30/05/2000,,147,42,48,36,14,14,9,9,4,4,,,,12,339,339,10,2,,0,EQ before-fire. Split percentages equally between cycles.,54 3
54,3,2,Anopheles,sergentii,CDC light trap,1,01/08/2000,31/10/2000,,321,17,7,6,1,1,0,0,1,1,,,,0,355,353,10,2,,0,EQ after-fire. Split percentages equally between cycles.,54 3
55,1,1,Anopheles,culicifacies,"Animal-bait, traps",1,01/01/2001,31/08/2002,,,112,67,25,7,3,,,,,,,,,214,214,,1,,0,,55 1
55,2,1,Anopheles,culicifacies,"Animal-bait, traps",1,01/01/2001,31/08/2002,,,21,24,2,,,,,,,,,,,47,47,,1,,0,,55 2
56,1,1,Anopheles,gambiae,CDC light trap,1,15/11/2008,22/11/2008,,51,47,29,16,14,9,8,7,,,,,,19,200,200,8,1,,0,Control pre-treatment with insecticide,56 1
56,2,1,Anopheles,gambiae,CDC light trap,0,22/11/2008,22/12/2008,,25,28,32,20,21,13,18,14,,,,,,29,200,200,8,1,,0,Control post-treatment with insecticide,56 2
56,3,1,Anopheles,gambiae,CDC light trap,1,15/11/2008,22/11/2008,,46,33,25,22,17,11,12,11,,,,,,23,200,200,8,1,,0,Experiment pre-treatment with insecticide,56 3
56,4,1,Anopheles,gambiae,CDC light trap,0,22/11/2008,22/12/2008,,104,49,19,16,6,3,1,0,,,,,,2,200,200,8,1,,0,Experiment post-treatment with insecticide,56 4
57,1,1,Anopheles,funestus,Indoor resting,1,01/04/1995,30/04/1995,,35,19,17,5,3,3,,,,,,,,,82,,,3,,0,,57 1
58,1,1,Anopheles,rivulorum,Various,1,01/01/1987,31/12/1990,,94,95,14,4,1,1,1,,,,,,,,210,210,,1,,0,Kisiwani,58 1
58,2,1,Anopheles,rivulorum,Various,1,01/01/1987,31/12/1990,,63,41,10,2,0,1,0,,,,,,,,117,117,,1,,0,Mlingano,58 2
58,3,1,Anopheles,rivulorum,Various,1,01/01/1987,31/12/1990,,99,77,19,5,2,1,0,,,,,,,,203,203,,1,,0,Umba,58 3
59,1,1,Anopheles,subpictus,Indoor resting,1,03/01/1996,30/06/1996,,67,25,5,2,1,,,,,,,,,,100,100,,3,,0,Summer. Assumed 96-97.,59 1
59,1,2,Anopheles,subpictus,Indoor resting,1,07/01/1996,31/10/1996,,44,20,16,13,7,,,,,,,,,,100,100,,3,,0,Rainy. Assumed 96-97.,59 1
59,1,3,Anopheles,subpictus,Indoor resting,1,11/01/1996,28/02/1997,,35,24,20,13,8,,,,,,,,,,100,100,,3,,0,Winter. Assumed 96-97.,59 1
60,1,1,Culex,pipiens,CDC light trap,1,08/01/2007,30/09/2007,,857,117,101,61,35,10,21,10,0,5,,,,,1217,1217,,1,,0,Control pre-treatment with insecticide,60 1
60,2,1,Culex,pipiens,CDC light trap,0,08/01/2007,30/09/2007,,2742,481,292,341,86,103,33,16,16,0,,,,,4110,4111,,1,,0,Control post-treatment with insecticide,60 2
60,3,1,Culex,pipiens,CDC light trap,1,08/01/2007,30/09/2007,,1788,376,189,212,119,48,23,37,23,11,,,,,2826,2825,,1,,0,Experiment pre-treatment with insecticide,60 3
60,4,1,Culex,pipiens,CDC light trap,0,08/01/2007,30/09/2007,,771,133,7,16,7,0,0,0,0,0,,,,,934,935,,1,,0,Experiment post-treatment with insecticide,60 4
61,1,1,Aedes,aegypti,Human landing,1,09/03/1969,21/10/1969,,247,47,1,0,0,,,,,,,,,,295,295,,2,,0,Combined morning and afternoon series,61 1
62,1,1,Aedes,albopictus,Human landing,1,09/01/1966,30/03/1968,,239,283,23,1,,,,,,,,,,,546,546,,5 (p138),,0,,62 1
62,2,1,Aedes,albopictus,Indoor resting,1,09/01/1966,30/03/1968,,44,34,7,1,,,,,,,,,,,86,85,,5 (p138),,0,,62 2
63,1,1,Culex,quinquefasciatus,Aspirator,1,03/01/2006,30/09/2006,,187,275,172,,,,,,,,,,,168,802,802,3,3,,0,Combined all locations,63 1
64,1,1,Anopheles,gambiae,PSC,1,01/01/2010,31/12/2010,,71,33,24,20,,,,,,,,,,52,200,200,4,2,,0,Control pre-treatment with insecticide,64 1
64,2,1,Anopheles,gambiae,PSC,0,01/01/2010,31/12/2010,,68,45,40,37,,,,,,,,,,87,277,277,4,2,,0,Control post-treatment with insecticide,64 2
64,3,1,Anopheles,gambiae,PSC,1,01/01/2010,31/12/2010,,44,35,32,23,,,,,,,,,,66,200,200,4,2,,0,Experiment pre-treatment with insecticide,64 3
64,4,1,Anopheles,gambiae,PSC,0,01/01/2010,31/12/2010,,120,70,46,17,,,,,,,,,,24,277,277,4,2,,0,Experiment post-treatment with insecticide,64 4
65,1,1,Anopheles,culicifacies,Indoor resting,1,01/11/1979,30/11/1979,,74,82,29,11,0,1,,,,,,,,,197,197,,3,,0,,65 1
65,1,2,Anopheles,culicifacies,Indoor resting,1,01/05/1980,31/05/1980,,69,77,14,1,3,3,2,1,,,,,,,170,170,,3,,0,,65 1
65,2,1,Anopheles,stephensi,Indoor resting,1,01/05/1980,31/05/1980,,66,63,6,4,1,1,,,,,,,,,141,141,,3,,0,,65 2
65,3,1,Anopheles,subpictus,Indoor resting,1,01/11/1979,30/11/1979,,23,43,9,0,0,0,,,,,,,,,75,75,,3,,0,,65 3
66,1,1,Mansonia,africana,Flight trap,1,07/01/1970,31/10/1970,,327,58,29,11,2,2,3,0,0,,,,,,432,432,,3,,0,,66 1
66,2,1,Mansonia,uniformis,Flight trap,1,07/01/1970,31/10/1970,,247,77,34,11,5,2,1,1,1,,,,,,379,379,,3,,0,,66 2
67,1,1,Anopheles,gambiae,PSC,1,01/11/1962,30/11/1962,15,20,19,11,13,8,7,2,1,2,,,,,,98,98,,2,,0,,67 1
67,1,2,Anopheles,gambiae,PSC,1,01/12/1962,31/12/1962,27,53,46,30,18,17,12,7,,,,,,,,210,210,,2,,0,,67 1
67,1,3,Anopheles,gambiae,PSC,1,01/01/1963,31/01/1963,69,112,114,65,31,33,16,9,3,,,,,,,452,452,,2,,0,,67 1
67,1,4,Anopheles,gambiae,PSC,1,01/02/1963,28/02/1963,39,49,69,47,29,20,18,9,1,1,1,,,1,,284,284,,2,,0,,67 1
67,1,5,Anopheles,gambiae,PSC,1,01/03/1963,31/03/1963,62,60,74,52,32,24,13,11,4,1,1,,,,,334,334,,2,,0,,67 1
67,1,6,Anopheles,gambiae,PSC,1,01/04/1963,30/04/1963,115,99,92,53,29,18,9,5,2,1,1,,1,,,425,425,,2,,0,,67 1
67,1,7,Anopheles,gambiae,PSC,1,01/05/1963,31/05/1963,98,137,115,73,39,16,11,8,1,1,1,,,,,500,500,,2,,0,,67 1
67,1,8,Anopheles,gambiae,PSC,1,01/06/1963,30/06/1963,117,97,83,58,46,31,17,15,5,2,1,,,,,472,472,,2,,0,,67 1
67,1,9,Anopheles,gambiae,PSC,1,01/07/1963,31/07/1963,52,87,73,51,28,16,8,6,1,,1,1,,,,324,324,,2,,0,,67 1
67,1,10,Anopheles,gambiae,PSC,1,01/08/1963,31/08/1963,16,26,25,20,10,6,3,4,2,,,,,,,112,112,,2,,0,,67 1
67,1,11,Anopheles,gambiae,PSC,1,01/09/1963,30/09/1963,7,4,2,4,2,2,2,1,,,,,,,,24,24,,2,,0,,67 1
67,1,12,Anopheles,gambiae,PSC,1,01/10/1963,31/10/1963,4,7,4,4,1,,,,,,,1,,,,21,21,,2,,0,,67 1
67,1,13,Anopheles,gambiae,PSC,1,01/11/1963,30/11/1963,23,28,15,10,4,2,2,1,,,,,,,,85,85,,2,,0,,67 1
67,1,14,Anopheles,gambiae,PSC,1,01/12/1963,31/12/1963,53,105,73,60,40,20,13,8,5,,,,1,,,378,378,,2,,0,,67 1
67,2,1,Anopheles,funestus,PSC,1,01/11/1962,30/11/1962,23,47,37,23,17,16,5,5,,,,,,,,173,173,12,3,,0,,67 2
67,2,2,Anopheles,funestus,PSC,1,01/12/1962,31/12/1962,15,49,36,36,18,15,6,5,0,1,,,,,,181,181,12,3,,0,,67 2
67,2,3,Anopheles,funestus,PSC,1,01/01/1963,31/01/1963,26,62,49,45,22,17,7,3,,,1,,,,,232,232,12,3,,0,,67 2
67,2,4,Anopheles,funestus,PSC,1,01/02/1963,28/02/1963,18,30,40,24,18,14,9,3,2,,,,,,,158,158,12,3,,0,,67 2
67,2,5,Anopheles,funestus,PSC,1,01/03/1963,31/03/1963,44,50,64,51,31,21,10,4,1,2,,1,,,,279,279,12,3,,0,,67 2
67,2,6,Anopheles,funestus,PSC,1,01/04/1963,30/04/1963,34,34,37,35,27,20,13,7,1,1,,,,,,209,209,12,3,,0,,67 2
67,2,7,Anopheles,funestus,PSC,1,01/05/1963,31/05/1963,70,89,102,76,46,28,13,2,1,,,,,,1,428,428,12,3,,0,,67 2
67,2,8,Anopheles,funestus,PSC,1,01/06/1963,30/06/1963,37,59,54,47,26,16,8,7,3,1,,,,,,258,258,12,3,,0,,67 2
67,2,9,Anopheles,funestus,PSC,1,01/07/1963,31/07/1963,60,79,75,61,36,21,9,10,2,0,1,,,,1,355,355,12,3,,0,,67 2
67,2,10,Anopheles,funestus,PSC,1,01/08/1963,31/08/1963,74,109,73,66,41,18,12,5,3,1,1,,,,,403,403,12,3,,0,,67 2
67,2,11,Anopheles,funestus,PSC,1,01/09/1963,30/09/1963,60,67,65,67,45,27,11,4,2,1,,,,,,349,349,12,3,,0,,67 2
67,2,12,Anopheles,funestus,PSC,1,01/10/1963,31/10/1963,51,101,78,81,47,30,15,7,4,2,1,,,,,417,417,12,3,,0,,67 2
67,2,13,Anopheles,funestus,PSC,1,01/11/1963,30/11/1963,74,110,76,61,34,17,9,4,1,0,1,,,,,387,387,12,3,,0,,67 2
67,2,14,Anopheles,funestus,PSC,1,01/12/1963,31/12/1963,31,48,29,25,13,9,5,2,,1,1,,,,,164,164,12,3,,0,,67 2
67,3,1,Anopheles,gambiae,PSC,1,01/12/1962,31/12/1962,23,47,44,30,15,9,2,1,,,,,,,,171,171,,4,,0,,67 3
67,3,2,Anopheles,gambiae,PSC,1,01/02/1963,28/02/1963,66,81,85,41,17,9,4,,,,,,,,,303,303,,4,,0,,67 3
67,3,3,Anopheles,gambiae,PSC,1,01/03/1963,31/03/1963,43,41,70,38,16,6,3,2,1,,,,,,,220,220,,4,,0,,67 3
67,3,4,Anopheles,gambiae,PSC,1,01/04/1963,30/04/1963,90,94,81,46,20,10,4,,,,,,,,,345,345,,4,,0,,67 3
67,3,5,Anopheles,gambiae,PSC,1,01/05/1963,31/05/1963,40,71,58,42,22,18,7,3,1,,,,,,,262,262,,4,,0,,67 3
67,3,6,Anopheles,gambiae,PSC,1,01/06/1963,30/06/1963,33,78,63,40,19,13,5,,,,,,,,,251,251,,4,,0,,67 3
67,3,7,Anopheles,gambiae,PSC,1,01/07/1963,31/07/1963,58,106,66,37,18,9,4,1,0,1,,,,,,300,300,,4,,0,,67 3
67,3,8,Anopheles,gambiae,PSC,1,01/08/1963,31/08/1963,26,70,57,50,27,16,7,4,,,,,,,,257,257,,4,,0,,67 3
67,3,9,Anopheles,gambiae,PSC,1,01/09/1963,30/09/1963,29,123,82,51,27,10,4,1,,,,,,,,327,327,,4,,0,,67 3
67,3,10,Anopheles,gambiae,PSC,1,01/10/1963,31/10/1963,15,54,44,35,17,11,3,2,1,,,,,,,182,182,,4,,0,,67 3
67,3,11,Anopheles,gambiae,PSC,1,01/11/1963,30/11/1963,48,89,54,46,20,9,1,1,,,,,,,,268,268,,4,,0,,67 3
67,3,12,Anopheles,gambiae,PSC,1,01/01/1964,31/01/1964,42,109,62,38,16,7,2,1,,,,,,,,277,277,,4,,0,,67 3
68,1,1,Culex,annulirostris,"Human landing, animal bait",1,21/04/1974,03/05/1974,,43,84,4,0,0,0,0,,,,,,,,131,131,,3,,0,Kowanyama,68 1
68,1,2,Culex,annulirostris,"Human landing, animal bait",1,26/07/1974,09/08/1974,,54,106,42,3,0,0,1,,,,,,,,206,206,,3,,0,Kowanyama,68 1
